request_date,blood_group,hospital_id,units_requested,request_count,avg_urgency_score,day_of_week,month,week_of_year,blood_group_enc,lag_1_units,lag_7_units,rolling_7d_mean
2026-01-23,A+,HOS007,5,1,2.0,4,1,4,1,1.0,12.0,4.142857142857143
2026-01-24,A+,HOS007,1,1,0.0,5,1,4,1,5.0,1.0,3.142857142857143
2026-02-03,A+,HOS007,3,1,1.0,1,2,6,1,1.0,6.0,3.142857142857143
2026-02-07,A+,HOS007,5,1,2.0,5,2,6,1,3.0,2.0,2.7142857142857144
2026-02-10,A+,HOS007,1,1,0.0,1,2,7,1,5.0,5.0,3.142857142857143
2026-02-20,A+,HOS007,3,1,1.0,4,2,8,1,1.0,2.0,2.5714285714285716
2026-03-18,A+,HOS007,8,1,2.0,2,3,12,1,3.0,1.0,2.7142857142857144
2026-03-21,A+,HOS007,8,1,2.0,5,3,12,1,8.0,5.0,3.7142857142857144
2026-03-28,A+,HOS007,2,1,0.0,5,3,13,1,8.0,1.0,4.142857142857143
2026-03-30,A+,HOS007,2,1,1.0,0,3,14,1,2.0,3.0,4.285714285714286
2026-04-13,A+,HOS007,5,1,2.0,0,4,16,1,2.0,5.0,4.142857142857143
2026-04-14,A+,HOS007,1,1,0.0,1,4,16,1,5.0,1.0,4.142857142857143
2026-04-24,A+,HOS007,2,1,1.0,4,4,17,1,1.0,3.0,4.142857142857143
2025-05-10,A+,HOS008,3,1,1.0,5,5,19,1,0.0,0.0,0.0
2025-05-12,A+,HOS008,1,1,0.0,0,5,20,1,3.0,0.0,3.0
2025-05-19,A+,HOS008,4,2,0.5,0,5,21,1,1.0,0.0,2.0
2025-05-21,A+,HOS008,4,1,2.0,2,5,21,1,4.0,0.0,2.6666666666666665
2025-06-02,A+,HOS008,6,2,1.0,0,6,23,1,4.0,0.0,3.0
2025-06-21,A+,HOS008,4,1,1.0,5,6,25,1,6.0,0.0,3.6
2025-06-26,A+,HOS008,1,1,0.0,3,6,26,1,4.0,0.0,3.6666666666666665
2025-06-27,A+,HOS008,2,1,1.0,4,6,26,1,1.0,3.0,3.2857142857142856
2025-06-28,A+,HOS008,2,1,0.0,5,6,26,1,2.0,1.0,3.142857142857143
2025-07-09,A+,HOS008,3,1,1.0,2,7,28,1,2.0,4.0,3.2857142857142856
2025-07-14,A+,HOS008,3,1,1.0,0,7,29,1,3.0,4.0,3.142857142857143
2025-07-17,A+,HOS008,4,1,2.0,3,7,29,1,3.0,6.0,3.0
2025-07-18,A+,HOS008,2,1,1.0,4,7,29,1,4.0,4.0,2.7142857142857144
2025-07-24,A+,HOS008,2,1,0.0,3,7,30,1,2.0,1.0,2.4285714285714284
2025-07-25,A+,HOS008,5,1,2.0,4,7,30,1,2.0,2.0,2.5714285714285716
2025-08-09,A+,HOS008,2,1,1.0,5,8,32,1,5.0,2.0,3.0
2025-08-30,A+,HOS008,2,1,1.0,5,8,35,1,2.0,3.0,3.0
2025-09-05,A+,HOS008,3,1,1.0,4,9,36,1,2.0,3.0,2.857142857142857
2025-09-18,A+,HOS008,8,1,3.0,3,9,38,1,3.0,4.0,2.857142857142857
2025-09-20,A+,HOS008,2,1,0.0,5,9,38,1,8.0,2.0,3.4285714285714284
2025-09-21,A+,HOS008,1,1,0.0,6,9,38,1,2.0,2.0,3.4285714285714284
2025-09-24,A+,HOS008,2,1,0.0,2,9,39,1,1.0,5.0,3.2857142857142856
2025-09-30,A+,HOS008,7,1,2.0,1,9,40,1,2.0,2.0,2.857142857142857
2025-10-22,A+,HOS008,1,1,0.0,2,10,43,1,7.0,2.0,3.5714285714285716
2025-11-19,A+,HOS008,8,1,2.0,2,11,47,1,1.0,3.0,3.4285714285714284
2025-12-10,A+,HOS008,13,1,3.0,2,12,50,1,8.0,8.0,4.142857142857143
2025-12-14,A+,HOS008,2,1,0.0,6,12,50,1,13.0,2.0,4.857142857142857
2025-12-26,A+,HOS008,2,1,0.0,4,12,52,1,2.0,1.0,4.857142857142857
2025-12-28,A+,HOS008,3,1,1.0,6,12,52,1,2.0,2.0,5.0
2026-01-01,A+,HOS008,2,1,1.0,3,1,1,1,3.0,7.0,5.142857142857143
2026-01-11,A+,HOS008,4,1,1.0,6,1,2,1,2.0,1.0,4.428571428571429
2026-01-15,A+,HOS008,2,1,1.0,3,1,3,1,4.0,8.0,4.857142857142857
2026-01-18,A+,HOS008,2,1,1.0,6,1,3,1,2.0,13.0,4.0
2026-01-29,A+,HOS008,2,1,0.0,3,1,5,1,2.0,2.0,2.4285714285714284
2026-02-08,A+,HOS008,2,1,1.0,6,2,6,1,2.0,2.0,2.4285714285714284
2026-02-11,A+,HOS008,2,1,1.0,2,2,7,1,2.0,3.0,2.4285714285714284
2026-02-12,A+,HOS008,1,1,0.0,3,2,7,1,2.0,2.0,2.2857142857142856
2026-02-21,A+,HOS008,3,1,1.0,5,2,8,1,1.0,4.0,2.142857142857143
2026-02-23,A+,HOS008,2,1,0.0,0,2,9,1,3.0,2.0,2.0
2026-03-10,A+,HOS008,2,1,0.0,1,3,11,1,2.0,2.0,2.0
2026-03-12,A+,HOS008,2,1,1.0,3,3,11,1,2.0,2.0,2.0
2026-03-20,A+,HOS008,2,1,1.0,4,3,12,1,2.0,2.0,2.0
2026-03-28,A+,HOS008,1,1,0.0,5,3,13,1,2.0,2.0,2.0
2026-04-03,A+,HOS008,14,2,2.0,4,4,14,1,1.0,1.0,1.8571428571428572
2025-05-04,A+,HOS009,2,1,0.0,6,5,18,1,0.0,0.0,0.0
2025-05-07,A+,HOS009,2,1,0.0,2,5,19,1,2.0,0.0,2.0
2025-05-19,A+,HOS009,3,1,1.0,0,5,21,1,2.0,0.0,2.0
2025-05-21,A+,HOS009,3,1,1.0,2,5,21,1,3.0,0.0,2.3333333333333335
2025-05-22,A+,HOS009,2,1,0.0,3,5,21,1,3.0,0.0,2.5
2025-05-28,A+,HOS009,3,1,1.0,2,5,22,1,2.0,0.0,2.4
2025-05-31,A+,HOS009,1,1,0.0,5,5,22,1,3.0,0.0,2.5
2025-06-01,A+,HOS009,1,1,0.0,6,6,22,1,1.0,2.0,2.2857142857142856
2025-06-24,A+,HOS009,2,1,1.0,1,6,26,1,1.0,2.0,2.142857142857143
2025-06-28,A+,HOS009,3,1,1.0,5,6,26,1,2.0,3.0,2.142857142857143
2025-07-10,A+,HOS009,2,1,0.0,3,7,28,1,3.0,3.0,2.142857142857143
2025-07-17,A+,HOS009,2,1,0.0,3,7,29,1,2.0,2.0,2.0
2025-07-29,A+,HOS009,8,1,3.0,1,7,31,1,2.0,3.0,2.0
2025-08-02,A+,HOS009,8,1,2.0,5,8,31,1,8.0,1.0,2.7142857142857144
2025-08-07,A+,HOS009,2,1,0.0,3,8,32,1,8.0,1.0,3.7142857142857144
2025-08-17,A+,HOS009,2,1,0.0,6,8,33,1,2.0,2.0,3.857142857142857
2025-08-30,A+,HOS009,1,1,0.0,5,8,35,1,2.0,3.0,3.857142857142857
2025-09-02,A+,HOS009,2,1,1.0,1,9,36,1,1.0,2.0,3.5714285714285716
2025-09-15,A+,HOS009,8,1,2.0,0,9,38,1,2.0,2.0,3.5714285714285716
2025-09-17,A+,HOS009,1,1,0.0,2,9,38,1,8.0,8.0,4.428571428571429
2025-10-04,A+,HOS009,1,1,0.0,5,10,40,1,1.0,8.0,3.4285714285714284
2025-10-08,A+,HOS009,4,1,1.0,2,10,41,1,1.0,2.0,2.4285714285714284
2025-10-16,A+,HOS009,2,1,0.0,3,10,42,1,4.0,2.0,2.7142857142857144
2025-11-06,A+,HOS009,2,1,0.0,3,11,45,1,2.0,1.0,2.7142857142857144
2025-11-10,A+,HOS009,1,1,0.0,0,11,46,1,2.0,2.0,2.857142857142857
2025-11-11,A+,HOS009,3,1,1.0,1,11,46,1,1.0,8.0,2.7142857142857144
2025-11-26,A+,HOS009,6,1,2.0,2,11,48,1,3.0,1.0,2.0
2025-12-08,A+,HOS009,4,1,1.0,0,12,50,1,6.0,1.0,2.7142857142857144
2025-12-21,A+,HOS009,1,1,0.0,6,12,51,1,4.0,4.0,3.142857142857143
2025-12-23,A+,HOS009,2,1,0.0,1,12,52,1,1.0,2.0,2.7142857142857144
2026-01-04,A+,HOS009,2,1,0.0,6,1,1,1,2.0,2.0,2.7142857142857144
2026-01-07,A+,HOS009,1,1,0.0,2,1,2,1,2.0,1.0,2.7142857142857144
2026-01-19,A+,HOS009,5,1,2.0,0,1,4,1,1.0,3.0,2.7142857142857144
2026-01-24,A+,HOS009,2,1,1.0,5,1,4,1,5.0,6.0,3.0
2026-02-15,A+,HOS009,2,1,0.0,6,2,7,1,2.0,4.0,2.4285714285714284
2026-03-05,A+,HOS009,4,1,1.0,3,3,10,1,2.0,1.0,2.142857142857143
2026-03-15,A+,HOS009,1,1,0.0,6,3,11,1,4.0,2.0,2.5714285714285716
2026-03-18,A+,HOS009,5,2,0.5,2,3,12,1,1.0,2.0,2.4285714285714284
2026-04-04,A+,HOS009,7,1,2.0,5,4,14,1,5.0,1.0,2.857142857142857
2026-04-05,A+,HOS009,1,1,0.0,6,4,14,1,7.0,5.0,3.7142857142857144
2026-04-10,A+,HOS009,2,1,0.0,4,4,15,1,1.0,2.0,3.142857142857143
2026-04-14,A+,HOS009,6,1,2.0,1,4,16,1,2.0,2.0,3.142857142857143
2026-04-15,A+,HOS009,2,2,0.0,2,4,16,1,6.0,4.0,3.7142857142857144
2026-04-22,A+,HOS009,10,2,1.5,2,4,17,1,2.0,1.0,3.4285714285714284
2026-04-27,A+,HOS009,2,1,0.0,0,4,18,1,10.0,5.0,4.714285714285714
2025-05-06,A+,HOS010,4,1,1.0,1,5,19,1,0.0,0.0,0.0
2025-05-14,A+,HOS010,2,1,0.0,2,5,20,1,4.0,0.0,4.0
2025-05-19,A+,HOS010,1,1,0.0,0,5,21,1,2.0,0.0,3.0
2025-05-20,A+,HOS010,4,1,1.0,1,5,21,1,1.0,0.0,2.3333333333333335
2025-05-21,A+,HOS010,1,1,0.0,2,5,21,1,4.0,0.0,2.75
2025-06-01,A+,HOS010,1,1,0.0,6,6,22,1,1.0,0.0,2.4
2025-06-17,A+,HOS010,2,1,1.0,1,6,25,1,1.0,0.0,2.1666666666666665
2025-06-18,A+,HOS010,2,1,0.0,2,6,25,1,2.0,4.0,2.142857142857143
2025-06-24,A+,HOS010,4,1,1.0,1,6,26,1,2.0,2.0,1.8571428571428572
2025-07-06,A+,HOS010,1,1,0.0,6,7,27,1,4.0,1.0,2.142857142857143
2025-07-08,A+,HOS010,2,1,0.0,1,7,28,1,1.0,4.0,2.142857142857143
2025-07-15,A+,HOS010,2,1,1.0,1,7,29,1,2.0,1.0,1.8571428571428572
2025-07-26,A+,HOS010,1,1,0.0,5,7,30,1,2.0,1.0,2.0
2025-08-06,A+,HOS010,2,1,0.0,2,8,32,1,1.0,2.0,2.0
2025-08-11,A+,HOS010,14,1,3.0,0,8,33,1,2.0,2.0,2.0
2025-08-14,A+,HOS010,4,1,1.0,3,8,33,1,14.0,4.0,3.7142857142857144
2025-08-25,A+,HOS010,3,1,1.0,0,8,35,1,4.0,1.0,3.7142857142857144
2025-08-29,A+,HOS010,2,1,0.0,4,8,35,1,3.0,2.0,4.0
2025-09-10,A+,HOS010,2,1,0.0,2,9,37,1,2.0,2.0,4.0
2025-09-12,A+,HOS010,13,1,3.0,4,9,37,1,2.0,1.0,4.0
2025-10-03,A+,HOS010,5,1,2.0,4,10,40,1,13.0,2.0,5.714285714285714
2025-10-08,A+,HOS010,7,1,2.0,2,10,41,1,5.0,14.0,6.142857142857143
2025-10-23,A+,HOS010,3,1,1.0,3,10,43,1,7.0,4.0,5.142857142857143
2025-10-24,A+,HOS010,2,1,0.0,4,10,43,1,3.0,3.0,5.0
2025-11-06,A+,HOS010,3,2,0.0,3,11,45,1,2.0,2.0,4.857142857142857
2025-11-11,A+,HOS010,2,1,1.0,1,11,46,1,3.0,2.0,5.0
2025-11-12,A+,HOS010,1,1,0.0,2,11,46,1,2.0,13.0,5.0
2025-11-20,A+,HOS010,1,1,0.0,3,11,47,1,1.0,5.0,3.2857142857142856
2025-11-23,A+,HOS010,12,1,3.0,6,11,47,1,1.0,7.0,2.7142857142857144
2025-12-12,A+,HOS010,1,1,0.0,4,12,50,1,12.0,3.0,3.4285714285714284
2026-01-01,A+,HOS010,5,1,2.0,3,1,1,1,1.0,2.0,3.142857142857143
2026-01-14,A+,HOS010,1,1,0.0,2,1,3,1,5.0,3.0,3.5714285714285716
2026-01-26,A+,HOS010,1,1,0.0,0,1,5,1,1.0,2.0,3.2857142857142856
2026-01-30,A+,HOS010,2,1,0.0,4,1,5,1,1.0,1.0,3.142857142857143
2026-01-31,A+,HOS010,3,1,1.0,5,1,5,1,2.0,1.0,3.2857142857142856
2026-02-13,A+,HOS010,2,1,0.0,4,2,7,1,3.0,12.0,3.5714285714285716
2026-02-20,A+,HOS010,1,1,0.0,4,2,8,1,2.0,1.0,2.142857142857143
2026-03-08,A+,HOS010,16,2,2.0,6,3,10,1,1.0,5.0,2.142857142857143
2026-03-09,A+,HOS010,2,1,1.0,0,3,11,1,16.0,1.0,3.7142857142857144
2026-03-28,A+,HOS010,3,1,1.0,5,3,13,1,2.0,1.0,3.857142857142857
2026-04-02,A+,HOS010,4,1,1.0,3,4,14,1,3.0,2.0,4.142857142857143
2026-04-27,A+,HOS010,2,1,0.0,0,4,18,1,4.0,3.0,4.428571428571429
2025-05-16,A+,HOS011,2,1,1.0,4,5,20,1,0.0,0.0,0.0
2025-05-22,A+,HOS011,5,1,2.0,3,5,21,1,2.0,0.0,2.0
2025-05-28,A+,HOS011,13,1,3.0,2,5,22,1,5.0,0.0,3.5
2025-06-03,A+,HOS011,4,1,1.0,1,6,23,1,13.0,0.0,6.666666666666667
2025-06-21,A+,HOS011,2,1,1.0,5,6,25,1,4.0,0.0,6.0
2025-06-30,A+,HOS011,3,1,1.0,0,6,27,1,2.0,0.0,5.2
2025-07-04,A+,HOS011,5,1,2.0,4,7,27,1,3.0,0.0,4.833333333333333
2025-07-23,A+,HOS011,5,1,2.0,2,7,30,1,5.0,2.0,4.857142857142857
2025-08-04,A+,HOS011,3,1,1.0,0,8,32,1,5.0,5.0,5.285714285714286
2025-08-06,A+,HOS011,4,1,2.0,2,8,32,1,3.0,13.0,5.0
2025-08-11,A+,HOS011,1,1,0.0,0,8,33,1,4.0,4.0,3.7142857142857144
2025-08-14,A+,HOS011,2,1,0.0,3,8,33,1,1.0,2.0,3.2857142857142856
2025-08-20,A+,HOS011,1,1,0.0,2,8,34,1,2.0,3.0,3.2857142857142856
2025-09-01,A+,HOS011,1,1,0.0,0,9,36,1,1.0,5.0,3.0
2025-09-02,A+,HOS011,3,1,1.0,1,9,36,1,1.0,5.0,2.4285714285714284
2025-09-04,A+,HOS011,4,1,1.0,3,9,36,1,3.0,3.0,2.142857142857143
2025-09-09,A+,HOS011,4,1,1.0,1,9,37,1,4.0,4.0,2.2857142857142856
2025-09-11,A+,HOS011,8,1,2.0,3,9,37,1,4.0,1.0,2.2857142857142856
2025-09-16,A+,HOS011,3,1,1.0,1,9,38,1,8.0,2.0,3.2857142857142856
2025-09-18,A+,HOS011,2,1,1.0,3,9,38,1,3.0,1.0,3.4285714285714284
2025-09-20,A+,HOS011,4,1,1.0,5,9,38,1,2.0,1.0,3.5714285714285716
2025-09-25,A+,HOS011,1,1,0.0,3,9,39,1,4.0,3.0,4.0
2025-09-27,A+,HOS011,2,1,1.0,5,9,39,1,1.0,4.0,3.7142857142857144
2025-09-28,A+,HOS011,1,1,0.0,6,9,39,1,2.0,4.0,3.4285714285714284
2025-10-08,A+,HOS011,2,1,1.0,2,10,41,1,1.0,8.0,3.0
2025-10-09,A+,HOS011,3,1,1.0,3,10,41,1,2.0,3.0,2.142857142857143
2025-10-11,A+,HOS011,4,1,1.0,5,10,41,1,3.0,2.0,2.142857142857143
2025-10-13,A+,HOS011,4,1,2.0,0,10,42,1,4.0,4.0,2.4285714285714284
2025-10-21,A+,HOS011,3,1,1.0,1,10,43,1,4.0,1.0,2.4285714285714284
2025-10-31,A+,HOS011,2,1,1.0,4,10,44,1,3.0,2.0,2.7142857142857144
2025-11-13,A+,HOS011,7,1,2.0,3,11,46,1,2.0,1.0,2.7142857142857144
2025-11-21,A+,HOS011,1,1,0.0,4,11,47,1,7.0,2.0,3.5714285714285716
2025-12-02,A+,HOS011,2,1,0.0,1,12,49,1,1.0,3.0,3.4285714285714284
2025-12-13,A+,HOS011,6,1,2.0,5,12,50,1,2.0,4.0,3.2857142857142856
2026-01-09,A+,HOS011,2,1,0.0,4,1,2,1,6.0,4.0,3.5714285714285716
2026-01-15,A+,HOS011,2,1,0.0,3,1,3,1,2.0,3.0,3.2857142857142856
2026-01-24,A+,HOS011,4,1,2.0,5,1,4,1,2.0,2.0,3.142857142857143
2026-02-03,A+,HOS011,4,1,2.0,1,2,6,1,4.0,7.0,3.4285714285714284
2026-02-16,A+,HOS011,8,1,2.0,0,2,8,1,4.0,1.0,3.0
2026-02-20,A+,HOS011,2,1,0.0,4,2,8,1,8.0,2.0,4.0
2026-03-25,A+,HOS011,3,1,1.0,2,3,13,1,2.0,6.0,4.0
2026-03-28,A+,HOS011,2,1,1.0,5,3,13,1,3.0,2.0,3.5714285714285716
2026-04-01,A+,HOS011,3,1,1.0,2,4,14,1,2.0,2.0,3.5714285714285716
2026-04-06,A+,HOS011,13,1,3.0,0,4,15,1,3.0,4.0,3.7142857142857144
2026-04-11,A+,HOS011,4,1,1.0,5,4,15,1,13.0,4.0,5.0
2026-04-12,A+,HOS011,2,1,0.0,6,4,15,1,4.0,8.0,5.0
2026-04-15,A+,HOS011,7,1,2.0,2,4,16,1,2.0,2.0,4.142857142857143
2026-04-25,A+,HOS011,1,1,0.0,5,4,17,1,7.0,3.0,4.857142857142857
2026-04-28,A+,HOS011,2,1,0.0,1,4,18,1,1.0,2.0,4.571428571428571
2026-05-01,A+,HOS011,7,1,2.0,4,5,18,1,2.0,3.0,4.571428571428571
2025-05-11,A+,HOS012,3,1,1.0,6,5,19,1,0.0,0.0,0.0
2025-05-25,A+,HOS012,2,1,0.0,6,5,21,1,3.0,0.0,3.0
2025-05-27,A+,HOS012,4,1,1.0,1,5,22,1,2.0,0.0,2.5
2025-06-01,A+,HOS012,4,1,1.0,6,6,22,1,4.0,0.0,3.0
2025-06-07,A+,HOS012,1,1,0.0,5,6,23,1,4.0,0.0,3.25
2025-06-20,A+,HOS012,6,1,2.0,4,6,25,1,1.0,0.0,2.8
2025-06-27,A+,HOS012,2,1,1.0,4,6,26,1,6.0,0.0,3.3333333333333335
2025-07-01,A+,HOS012,2,1,1.0,1,7,27,1,2.0,3.0,3.142857142857143
2025-07-16,A+,HOS012,4,1,1.0,2,7,29,1,2.0,2.0,3.0
2025-07-31,A+,HOS012,2,1,0.0,3,7,31,1,4.0,4.0,3.2857142857142856
2025-08-18,A+,HOS012,3,1,1.0,0,8,34,1,2.0,4.0,3.0
2025-08-21,A+,HOS012,1,1,0.0,3,8,34,1,3.0,1.0,2.857142857142857
2025-08-24,A+,HOS012,3,1,1.0,6,8,34,1,1.0,6.0,2.857142857142857
2025-08-26,A+,HOS012,1,1,0.0,1,8,35,1,3.0,2.0,2.4285714285714284
2025-09-05,A+,HOS012,6,1,2.0,4,9,36,1,1.0,2.0,2.2857142857142856
2025-09-14,A+,HOS012,5,2,1.0,6,9,37,1,6.0,4.0,2.857142857142857
2025-09-15,A+,HOS012,8,1,3.0,0,9,38,1,5.0,2.0,3.0
2025-09-30,A+,HOS012,3,1,1.0,1,9,40,1,8.0,3.0,3.857142857142857
2025-10-09,A+,HOS012,2,1,0.0,3,10,41,1,3.0,1.0,3.857142857142857
2025-10-10,A+,HOS012,3,1,1.0,4,10,41,1,2.0,3.0,4.0
2025-10-11,A+,HOS012,8,1,2.0,5,10,41,1,3.0,1.0,4.0
2025-10-13,A+,HOS012,4,1,1.0,0,10,42,1,8.0,6.0,5.0
2025-10-19,A+,HOS012,3,1,1.0,6,10,42,1,4.0,5.0,4.714285714285714
2025-10-21,A+,HOS012,5,1,2.0,1,10,43,1,3.0,8.0,4.428571428571429
2025-10-22,A+,HOS012,4,1,1.0,2,10,43,1,5.0,3.0,4.0
2025-10-30,A+,HOS012,6,1,2.0,3,10,44,1,4.0,2.0,4.142857142857143
2025-11-02,A+,HOS012,2,1,1.0,6,11,44,1,6.0,3.0,4.714285714285714
2025-11-19,A+,HOS012,2,1,1.0,2,11,47,1,2.0,8.0,4.571428571428571
2025-11-30,A+,HOS012,6,2,1.0,6,11,48,1,2.0,4.0,3.7142857142857144
2025-12-08,A+,HOS012,1,1,0.0,0,12,50,1,6.0,3.0,4.0
2025-12-10,A+,HOS012,7,1,3.0,2,12,50,1,1.0,5.0,3.7142857142857144
2025-12-28,A+,HOS012,2,1,0.0,6,12,52,1,7.0,4.0,4.0
2025-12-29,A+,HOS012,2,1,0.0,0,12,1,1,2.0,6.0,3.7142857142857144
2026-01-01,A+,HOS012,1,1,0.0,3,1,1,1,2.0,2.0,3.142857142857143
2026-01-23,A+,HOS012,1,1,0.0,4,1,4,1,1.0,2.0,3.0
2026-01-29,A+,HOS012,2,1,0.0,3,1,5,1,1.0,6.0,2.857142857142857
2026-02-03,A+,HOS012,2,1,1.0,1,2,6,1,2.0,1.0,2.2857142857142856
2026-02-04,A+,HOS012,6,1,2.0,2,2,6,1,2.0,7.0,2.4285714285714284
2026-02-09,A+,HOS012,2,1,0.0,0,2,7,1,6.0,2.0,2.2857142857142856
2026-02-24,A+,HOS012,2,1,0.0,1,2,9,1,2.0,2.0,2.2857142857142856
2026-03-04,A+,HOS012,1,1,0.0,2,3,10,1,2.0,1.0,2.2857142857142856
2026-03-05,A+,HOS012,2,1,0.0,3,3,10,1,1.0,1.0,2.2857142857142856
2026-03-09,A+,HOS012,2,1,1.0,0,3,11,1,2.0,2.0,2.4285714285714284
2026-03-22,A+,HOS012,2,1,1.0,6,3,12,1,2.0,2.0,2.4285714285714284
2026-03-29,A+,HOS012,2,1,0.0,6,3,13,1,2.0,6.0,2.4285714285714284
2026-04-01,A+,HOS012,10,1,3.0,2,4,14,1,2.0,2.0,1.8571428571428572
2026-04-03,A+,HOS012,7,1,2.0,4,4,14,1,10.0,2.0,3.0
2026-04-05,A+,HOS012,7,1,2.0,6,4,14,1,7.0,1.0,3.7142857142857144
2026-04-07,A+,HOS012,2,1,1.0,1,4,15,1,7.0,2.0,4.571428571428571
2026-04-11,A+,HOS012,4,2,0.0,5,4,15,1,2.0,2.0,4.571428571428571
2026-04-16,A+,HOS012,1,1,0.0,3,4,16,1,4.0,2.0,4.857142857142857
2026-04-19,A+,HOS012,2,1,1.0,6,4,16,1,1.0,2.0,4.714285714285714
2026-04-25,A+,HOS012,1,1,0.0,5,4,17,1,2.0,10.0,4.714285714285714
2026-04-26,A+,HOS012,1,1,0.0,6,4,17,1,1.0,7.0,3.4285714285714284
2025-05-05,A+,HOS013,7,1,2.0,0,5,19,1,0.0,0.0,0.0
2025-05-15,A+,HOS013,2,1,1.0,3,5,20,1,7.0,0.0,7.0
2025-05-24,A+,HOS013,2,1,0.0,5,5,21,1,2.0,0.0,4.5
2025-05-30,A+,HOS013,16,2,2.0,4,5,22,1,2.0,0.0,3.6666666666666665
2025-06-01,A+,HOS013,8,1,3.0,6,6,22,1,16.0,0.0,6.75
2025-06-02,A+,HOS013,7,1,2.0,0,6,23,1,8.0,0.0,7.0
2025-06-03,A+,HOS013,4,1,1.0,1,6,23,1,7.0,0.0,7.0
2025-06-05,A+,HOS013,1,1,0.0,3,6,23,1,4.0,7.0,6.571428571428571
2025-06-26,A+,HOS013,2,1,0.0,3,6,26,1,1.0,2.0,5.714285714285714
2025-07-01,A+,HOS013,4,1,1.0,1,7,27,1,2.0,2.0,5.714285714285714
2025-07-02,A+,HOS013,1,1,0.0,2,7,27,1,4.0,16.0,6.0
2025-07-10,A+,HOS013,2,1,1.0,3,7,28,1,1.0,8.0,3.857142857142857
2025-07-12,A+,HOS013,6,1,2.0,5,7,28,1,2.0,7.0,3.0
2025-07-19,A+,HOS013,8,1,2.0,5,7,29,1,6.0,4.0,2.857142857142857
2025-07-21,A+,HOS013,4,1,1.0,0,7,30,1,8.0,1.0,3.4285714285714284
2025-07-29,A+,HOS013,5,1,2.0,1,7,31,1,4.0,2.0,3.857142857142857
2025-08-04,A+,HOS013,6,1,2.0,0,8,32,1,5.0,4.0,4.285714285714286
2025-08-05,A+,HOS013,3,1,1.0,1,8,32,1,6.0,1.0,4.571428571428571
2025-08-09,A+,HOS013,7,1,2.0,5,8,32,1,3.0,2.0,4.857142857142857
2025-08-13,A+,HOS013,4,1,1.0,2,8,33,1,7.0,6.0,5.571428571428571
2025-08-14,A+,HOS013,1,1,0.0,3,8,33,1,4.0,8.0,5.285714285714286
2025-08-16,A+,HOS013,10,2,1.0,5,8,33,1,1.0,4.0,4.285714285714286
2025-08-17,A+,HOS013,2,1,1.0,6,8,33,1,10.0,5.0,5.142857142857143
2025-08-21,A+,HOS013,1,1,0.0,3,8,34,1,2.0,6.0,4.714285714285714
2025-09-07,A+,HOS013,2,1,0.0,6,9,36,1,1.0,3.0,4.0
2025-09-09,A+,HOS013,1,1,0.0,1,9,37,1,2.0,7.0,3.857142857142857
2025-10-02,A+,HOS013,1,1,0.0,3,10,40,1,1.0,4.0,3.0
2025-10-16,A+,HOS013,2,1,1.0,3,10,42,1,1.0,1.0,2.5714285714285716
2025-10-19,A+,HOS013,2,1,1.0,6,10,42,1,2.0,10.0,2.7142857142857144
2025-11-22,A+,HOS013,4,1,1.0,5,11,47,1,2.0,2.0,1.5714285714285714
2025-11-24,A+,HOS013,11,1,3.0,0,11,48,1,4.0,1.0,1.8571428571428572
2025-11-26,A+,HOS013,2,1,0.0,2,11,48,1,11.0,2.0,3.2857142857142856
2025-11-27,A+,HOS013,4,1,2.0,3,11,48,1,2.0,1.0,3.2857142857142856
2025-11-29,A+,HOS013,5,1,2.0,5,11,48,1,4.0,1.0,3.7142857142857144
2025-12-07,A+,HOS013,2,1,0.0,6,12,49,1,5.0,2.0,4.285714285714286
2025-12-09,A+,HOS013,5,1,2.0,1,12,50,1,2.0,2.0,4.285714285714286
2025-12-10,A+,HOS013,1,1,0.0,2,12,50,1,5.0,4.0,4.714285714285714
2025-12-13,A+,HOS013,6,1,2.0,5,12,50,1,1.0,11.0,4.285714285714286
2025-12-24,A+,HOS013,1,1,0.0,2,12,52,1,6.0,2.0,3.5714285714285716
2025-12-28,A+,HOS013,1,1,0.0,6,12,52,1,1.0,4.0,3.4285714285714284
2025-12-29,A+,HOS013,3,1,1.0,0,12,1,1,1.0,5.0,3.0
2026-01-16,A+,HOS013,1,1,0.0,4,1,3,1,3.0,2.0,2.7142857142857144
2026-01-18,A+,HOS013,3,1,1.0,6,1,3,1,1.0,5.0,2.5714285714285716
2026-01-22,A+,HOS013,2,1,0.0,3,1,4,1,3.0,1.0,2.2857142857142856
2026-02-04,A+,HOS013,3,1,1.0,2,2,6,1,2.0,6.0,2.4285714285714284
2026-02-11,A+,HOS013,2,1,1.0,2,2,7,1,3.0,1.0,2.0
2026-03-11,A+,HOS013,6,1,2.0,2,3,11,1,2.0,1.0,2.142857142857143
2026-03-20,A+,HOS013,4,1,2.0,4,3,12,1,6.0,3.0,2.857142857142857
2026-03-26,A+,HOS013,2,1,1.0,3,3,13,1,4.0,1.0,3.0
2026-04-22,A+,HOS013,4,1,2.0,2,4,17,1,2.0,3.0,3.142857142857143
2025-05-08,A+,HOS014,8,1,2.0,3,5,19,1,0.0,0.0,0.0
2025-05-09,A+,HOS014,4,1,2.0,4,5,19,1,8.0,0.0,8.0
2025-05-16,A+,HOS014,2,1,1.0,4,5,20,1,4.0,0.0,6.0
